,24hr,7d,link,logo,marketcap,name,price,symbol,time
239, 0.29%, 0.94%,/currencies/qcash,,69088632,Qcash,0.150193,QC,20201031005427page3
240, 0.20%, 0.85%,/currencies/attila,,68070199,Attila,0.151139,ATT,20201031005427page3
241, 6.73%, 4.82%,/currencies/baer-chain,,68064619,Baer Chain,0.391176,BRC,20201031005427page3
242, 7.00%, 5.41%,/currencies/darma-cash,,65096876,Darma Cash,0.309704,DMCH,20201031005427page3
243, 2.17%, 7.61%,/currencies/wbnb,,65117730,Wrapped BNB,28.4,WBNB,20201031005427page3
244, 1.68%, 0.21%,/currencies/mobilian-coin,,63381147,Mobilian Coin,0.548644,MBN,20201031005427page3
245, 1.46%, 12.88%,/currencies/huobi-btc,,62616705,Huobi BTC,13017.58,HBTC,20201031005427page3
246, 33.78%, 4.05%,/currencies/tratin,,60437192,Tratin,0.00054,TRAT,20201031005427page3
247, 1.02%, 4.49%,/currencies/bitbook-gambling,,60176475,Bitbook Gambling,0.168238,BXK,20201031005427page3
248, 2.29%, 10.67%,/currencies/centrality,,59658456,Centrality,0.050489,CENNZ,20201031005427page3
249, 6.43%, 8.14%,/currencies/vestchain,,59026053,VestChain,0.00701,VEST,20201031005427page3
250, 2.60%, 3.37%,/currencies/mimblewimblecoin,,56748661,MimbleWimbleCoin,5.32,MWC,20201031005427page3
251, 0.47%, 0.19%,/currencies/yusra,,56061133,YUSRA,3.52,YUSRA,20201031005427page3
252, 0.30%, 7.21%,/currencies/joule,,54218409,Joule,0.053655,JUL,20201031005427page3
253, 1.11%, 1.85%,/currencies/math,,53799439,MATH,0.479414,MATH,20201031005427page3
254, 0.35%, 0.09%,/currencies/neutrino-usd,,51936490,Neutrino USD,0.99282,USDN,20201031005427page3
255, 3.38%, 3.43%,/currencies/axel,,48497650,AXEL,0.185685,AXEL,20201031005427page3
256, 7.11%, 26.22%,/currencies/tap,,47395322,Tap,0.038473,XTP,20201031005427page3
257, 0.76%, 51.25%,/currencies/advanced-internet-blocks,,42159173,Advanced Internet Blocks,0.001741,AIB,20201031005427page3
258, 7.49%, 0.00%,/currencies/keep3rv1,,41500654,Keep3rV1,207.5,KP3R,20201031005427page3
259, 0.91%, 0.15%,/currencies/mstable-usd,,41109383,mStable USD,1,MUSD,20201031005427page3
260, 2.34%, 3.99%,/currencies/breezecoin,,40929425,Breezecoin,0.409294,BRZE,20201031005427page3
261, 14.13%, 9.85%,/currencies/hyperion,,39823808,Hyperion,0.12572,HYN,20201031005427page3
262, 7.35%, 3.76%,/currencies/bankera,,39826874,Bankera,0.001618,BNK,20201031005427page3
263, 5.94%, 32.13%,/currencies/keep-network,,38923793,Keep Network,0.289118,KEEP,20201031005427page3
264, 14.44%, 31.21%,/currencies/cvault-finance,,38724822,cVault.finance,3872.48,CORE,20201031005427page3
265, 5.08%, 27.29%,/currencies/metaverse-dualchain-network-architecture,,38098383,Metaverse Dualchain Network Architecture,0.002114,DNA,20201031005427page3
266, 5.36%, 12.95%,/currencies/livepeer,,36762308,Livepeer,1.77,LPT,20201031005427page3
267, 6.87%, 6.21%,/currencies/s4fe,,35343143,S4FE,0.039476,S4F,20201031005427page3
268, 5.12%, 31.79%,/currencies/playfuel,,35573908,PlayFuel,0.071148,PLF,20201031005427page3
269, 0.76%, 2.37%,/currencies/xenioscoin,,34391770,XeniosCoin,0.450892,XNC,20201031005427page3
270, 9.68%, 34.80%,/currencies/bridge-oracle,,33380947,Bridge Oracle,0.004171,BRG,20201031005427page3
271, 3.02%, 53.57%,/currencies/greenpower,,33110972,GreenPower,0.010246,GRN,20201031005427page3
272, 23.95%, 28.20%,/currencies/bitball-treasure,,31746225,Bitball Treasure,70.55,BTRS,20201031005427page3
273, 3.29%, 2.95%,/currencies/1irstcoin,,32550215,1irstcoin,0.930874,FST,20201031005427page3
274, 11.66%, 13.45%,/currencies/helleniccoin,,30748809,Hellenic Coin,0.440129,HNC,20201031005427page3
275, 0.00%, 0.01%,/currencies/uni-coin,,29903460,UNI COIN,0.498313,UNI,20201031005427page3
276, 0.90%, 1.87%,/currencies/ultiledger,,29023951,Ultiledger,0.01241,ULT,20201031005427page3
277, 1.95%, 19.69%,/currencies/rocket-pool,,28790392,Rocket Pool,2.8,RPL,20201031005427page3
278, 0.45%, 0.63%,/currencies/usdk,,28390872,USDK,0.992685,USDK,20201031005427page3
279, 1.80%, 0.63%,/currencies/bitmax-token,,27727740,BitMax Token,0.041973,BTMX,20201031005427page3
280, 0.61%, 0.50%,/currencies/titanswap,,27350713,TitanSwap,0.512146,TITAN,20201031005427page3
281, 0.55%, 0.81%,/currencies/stem-cell-coin,,26968709,STEM CELL COIN,0.084104,SCC,20201031005427page3
282, 2.85%, 2.57%,/currencies/c20,,25915768,CRYPTO20,0.641436,C20,20201031005427page3
283, 1.09%, 7.71%,/currencies/bytecoin-bcn,,24447911,Bytecoin,0.000133,BCN,20201031005427page3
284, 8.88%, 19.65%,/currencies/idex,,24404152,IDEX,0.04553,IDEX,20201031005427page3
285, 3.20%, 3.60%,/currencies/nectar,,24146787,Nectar,0.153296,NEC,20201031005427page3
286, 0.76%, 7.05%,/currencies/extstock-token,,24114662,ExtStock Token,0.040085,XT,20201031005427page3
287, 0.09%, 3.20%,/currencies/bhex-token,,24123999,BHEX Token,0.123308,BHT,20201031005427page3
288, 7.42%, 31.05%,/currencies/flamingo,,23740011,Flamingo,0.158267,FLM,20201031005427page3
289, 0.96%, 13.39%,/currencies/troy,,23785410,TROY,0.002592,TROY,20201031005427page3
290, 0.66%, 1.13%,/currencies/contracoin,,23610392,CONTRACOIN,0.899564,CTCN,20201031005427page3
291, 4.58%, 13.68%,/currencies/fabrk,,23686145,FABRK,0.00494,FAB,20201031005427page3
292, 3.59%, 23.16%,/currencies/chimpion,,23669849,Chimpion,0.746038,BNANA,20201031005427page3
293, 0.02%, 31.50%,/currencies/polymath-network,,23252521,Polymath,0.043463,POLY,20201031005427page3
294, 10.31%, 30.52%,/currencies/nervenetwork,,23648943,NerveNetwork,0.09406,NVT,20201031005427page3
295, 0.75%, 6.55%,/currencies/cryptoindex-com-100,,23163465,Cryptoindex.com 100,0.371153,CIX100,20201031005427page3
296, 1.50%, 5.14%,/currencies/agavecoin,,23141228,AgaveCoin,0.059242,AGVC,20201031005427page3
297, 0.16%, 18.95%,/currencies/dynamic-trading-rights,,23076687,Dynamic Trading Rights,0.014218,DTR,20201031005427page3
298, 11.32%, 59.34%,/currencies/harvest-finance,,23020424,Harvest Finance,91.14,FARM,20201031005427page3
299, 8.35%, 7.15%,/currencies/native-utility-token,,22972560,Native Utility Token,23.37,NUT,20201031005427page3
300, 6.25%, 18.93%,/currencies/kardiachain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5453.png""/>",22900082,KardiaChain,0.013086,KAI,20201031005443page4
301, 0.08%, 3.35%,/currencies/bonorum,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5320.png""/>",22648696,Bonorum,36.23,BONO,20201031005443page4
302, 0.04%, 0.23%,/currencies/susd,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2927.png""/>",22560212,sUSD,1,SUSD,20201031005443page4
303, 0.23%, 0.01%,/currencies/thorenext,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3916.png""/>",22469699,ThoreNext,0.468604,THX,20201031005443page4
304, 3.26%, 2.30%,/currencies/switcheo,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2620.png""/>",22370831,Switcheo,0.02106,SWTH,20201031005443page4
305, 0.07%, 0.47%,/currencies/massnet,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5548.png""/>",21926706,Massnet,0.253342,MASS,20201031005443page4
306, 5.67%, 14.21%,/currencies/dad,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4862.png""/>",21795994,DAD,0.16193,DAD,20201031005443page4
307, 1.08%, 10.53%,/currencies/the-sandbox,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/6210.png""/>",21713499,The Sandbox,0.035778,SAND,20201031005443page4
308, 2.87%, 14.70%,/currencies/wom-protocol,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5328.png""/>",21494422,WOM Protocol,0.214499,WOM,20201031005443page4
309, 5.17%, 9.44%,/currencies/darcio-ecosystem-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3376.png""/>",21451031,Darico Ecosystem Coin,0.340458,DEC,20201031005443page4
310, 2.61%, 10.46%,/currencies/loki,,21310164,Loki,0.416755,LOKI,20201031005443page4
311, 2.40%, 6.39%,/currencies/zynecoin,,21165507,Zynecoin,0.956033,ZYN,20201031005443page4
312, 4.60%, 3.74%,/currencies/hashgard,,21132414,Hashgard,0.000213,GARD,20201031005443page4
313, 2.01%, 13.43%,/currencies/adx-net,,21288663,AdEx Network,0.20866,ADX,20201031005443page4
314, 3.21%, 11.00%,/currencies/funfair,,20675791,FunFair,0.003157,FUN,20201031005443page4
315, 15.65%, 22.27%,/currencies/kcash,,20631449,Kcash,0.046311,KCASH,20201031005443page4
316, 1.91%, 4.61%,/currencies/prizm,,20357826,PRIZM,0.008977,PZM,20201031005443page4
317, 0.17%, 31.00%,/currencies/conun,,20437912,CONUN,0.007056,CON,20201031005443page4
318, 6.49%, 12.18%,/currencies/everipedia,,20137178,Everipedia,0.002114,IQ,20201031005443page4
319, 2.50%, 8.85%,/currencies/bigone-token,,20255228,BigONE Token,0.002144,ONE,20201031005443page4
320, 2.40%, 15.69%,/currencies/nuls,,20179613,NULS,0.202956,NULS,20201031005443page4
321, 3.10%, 0.34%,/currencies/yflink,,19958474,YF Link,398.26,YFL,20201031005443page4
322, 2.55%, 7.68%,/currencies/nash-exchange,,19869926,Nash Exchange,0.8476,NEX,20201031005443page4
323, 12.99%, 19.80%,/currencies/akropolis,,19712564,Akropolis ,0.009877,AKRO,20201031005443page4
324, 0.84%, 7.86%,/currencies/huobi-pool-token,,19602655,Huobi Pool Token,0.003763,HPT,20201031005443page4
325, 20.61%, 3.27%,/currencies/the-transfer-token,,19329474,The Transfer Token,0.731573,TTT,20201031005443page4
326, 2.52%, 10.36%,/currencies/crpt,,19583579,Crypterium,0.220138,CRPT,20201031005443page4
327, 1.88%, 9.58%,/currencies/veruscoin,,19501794,VerusCoin,0.334854,VRSC,20201031005443page4
328, 5.03%, 0.00%,/currencies/certik,,19438990,CertiK,0.879592,CTK,20201031005443page4
329, 1.85%, 12.23%,/currencies/cortex,,19366391,Cortex,0.077485,CTXC,20201031005443page4
330, 3.01%, 19.11%,/currencies/fnb-protocol,,19241020,FNB Protocol,0.008105,FNB,20201031005443page4
331, 38.91%, 42.23%,/currencies/btu-protocol,,19145091,BTU Protocol,0.212689,BTU,20201031005443page4
332, 6.03%, 13.11%,/currencies/wazirx,,18941005,WazirX,0.081008,WRX,20201031005443page4
333, 0.70%, 14.90%,/currencies/bloomzed-token,,18904850,Bloomzed Loyalty Club Ticket,0.497496,BLCT,20201031005443page4
334, 8.08%, 13.35%,/currencies/request,,18594835,Request,0.018595,REQ,20201031005443page4
335, 0.09%, 0.72%,/currencies/elitium,,18475863,Elitium,1.11,EUM,20201031005443page4
336, 3.22%, 16.22%,/currencies/origin-protocol,,18576544,Origin Protocol,0.142456,OGN,20201031005443page4
337, 3.20%, 12.43%,/currencies/orion-protocol,,18419833,Orion Protocol,1.48,ORN,20201031005443page4
338, 4.22%, 13.20%,/currencies/ripio-credit-network,,18415318,Ripio Credit Network,0.036222,RCN,20201031005443page4
339, 5.11%, 13.52%,/currencies/metal,,18279615,Metal,0.2787,MTL,20201031005443page4
340, 5.76%, 11.24%,/currencies/bora,,18309888,BORA,0.023399,BORA,20201031005443page4
341, 9.71%, 9.20%,/currencies/obyte,,18242096,Obyte,24.2,GBYTE,20201031005443page4
342, 7.46%, 14.28%,/currencies/noia-network,,18142571,NOIA Network,0.056449,NOIA,20201031005443page4
343, 4.33%, 6.39%,/currencies/cindicator,,18105952,Cindicator,0.009053,CND,20201031005443page4
344, 29.54%, 12.43%,/currencies/deviantcoin,,18156277,DeviantCoin,0.601103,DEV,20201031005443page4
345, 6.48%, 12.36%,/currencies/mainframe,,17967215,Mainframe,0.001797,MFT,20201031005443page4
346, 2.00%, 21.66%,/currencies/waltonchain,,17885908,Waltonchain,0.256774,WTC,20201031005443page4
347, 1.81%, 18.70%,/currencies/chainx,,17856662,ChainX,2.42,PCX,20201031005443page4
348, 5.19%, 11.78%,/currencies/airswap,,17560325,AirSwap,0.117069,AST,20201031005443page4
349, 0.69%, 8.90%,/currencies/quantstamp,,17521244,Quantstamp,0.024546,QSP,20201031005443page4
350, 0.71%, 6.53%,/currencies/beam,,17463103,Beam,0.236883,BEAM,20201031005443page4
351, 1.01%, 33.62%,/currencies/pancakeswap,,17569267,PancakeSwap,0.408728,CAKE,20201031005443page4
352, 0.69%, 0.44%,/currencies/vidt-datalink,,17120252,VIDT Datalink,0.346365,VIDT,20201031005443page4
353, 5.56%, 22.62%,/currencies/secret,,17280199,Secret,0.306409,SCRT,20201031005443page4
354, 4.16%, 18.72%,/currencies/pivx,,17132662,PIVX,0.301731,PIVX,20201031005443page4
355, 0.37%, 16.37%,/currencies/civic,,17126754,Civic,0.025562,CVC,20201031005443page4
356, 0.86%, 17.03%,/currencies/xensor,,16845618,Xensor,0.003632,XSR,20201031005443page4
357, 18.29%, 14.50%,/currencies/buggyra-coin-zero,,17053193,Buggyra Coin Zero,0.008481,BCZERO,20201031005443page4
358, 0.54%, 0.16%,/currencies/cryptobucks,,16996974,CRYPTOBUCKS,0.004323,CBUCKS,20201031005443page4
359, 3.48%, 16.13%,/currencies/beowulf,,16991767,Beowulf,0.016992,BWF,20201031005443page4
360, 0.14%, 0.94%,/currencies/gemini-dollar,,16923619,Gemini Dollar,1.01,GUSD,20201031005443page4
361, 5.77%, 15.39%,/currencies/ergo,,16561364,Ergo,0.719764,ERG,20201031005443page4
362, 3.34%, 21.81%,/currencies/trustswap,,16888398,TrustSwap,0.183321,SWAP,20201031005443page4
363, 0.38%, 53.07%,/currencies/justliquidity,,16840554,JustLiquidity,39.83,JUL,20201031005443page4
364, 5.14%, 18.71%,/currencies/erc20,,16830456,ERC20,0.01494,ERC20,20201031005443page4
365, 15.14%, 5.72%,/currencies/global-digital-content,,16656538,Global Digital Content,0.00519,GDC,20201031005443page4
366, 0.92%, 7.84%,/currencies/newscrypto,,16451645,Newscrypto,0.172751,NWC,20201031005443page4
367, 2.42%, 9.68%,/currencies/dent,,16403899,Dent,0.000193,DENT,20201031005443page4
368, 8.24%, 29.20%,/currencies/trust-wallet-token,,16399436,Trust Wallet Token,0.065356,TWT,20201031005443page4
369, 3.70%, 18.63%,/currencies/loom-network,,16350235,Loom Network,0.016847,LOOM,20201031005443page4
370, 1.01%, 0.11%,/currencies/ignis,,16308217,Ignis,0.021426,IGNIS,20201031005443page4
371, 1.06%, 10.44%,/currencies/vethor-token,,16373675,VeThor Token,0.000562,VTHO,20201031005443page4
372, 12.33%, 2.10%,/currencies/bzx-protocol,,16269854,bZx Protocol,0.115709,BZRX,20201031005443page4
373, 3.48%, 10.39%,/currencies/coti,,16134975,COTI,0.028405,COTI,20201031005443page4
374, 0.30%, 1.88%,/currencies/salus,,16178761,SaluS,15.98,SLS,20201031005443page4
375, 96.03%, 76.97%,/currencies/suku,,15966798,SUKU,0.200953,SUKU,20201031005443page4
376, 5.76%, 32.93%,/currencies/phala-network,,15842362,Phala.Network,0.115638,PHA,20201031005443page4
377, 1.04%, 2.38%,/currencies/unobtanium,,15800962,Unobtanium,77.86,UNO,20201031005443page4
378, 2.22%, 22.63%,/currencies/bluzelle,,15747631,Bluzelle,0.06357,BLZ,20201031005443page4
379, 4.26%, 7.50%,/currencies/perpetual-protocol,,15667988,Perpetual Protocol,1.06,PERP,20201031005443page4
380, 2.25%, 12.85%,/currencies/nimiq,,15658114,Nimiq,0.0023,NIM,20201031005443page4
381, 14.15%, 1.45%,/currencies/invictus-hyperion-fund,,15588279,Invictus Hyperion Fund,0.132089,IHF,20201031005443page4
382, 3.30%, 7.65%,/currencies/molecular-future,,15553287,Molecular Future,0.18195,MOF,20201031005443page4
383, 1.54%, 15.12%,/currencies/nebulas-token,,15492838,Nebulas,0.270756,NAS,20201031005443page4
384, 5.52%, 29.33%,/currencies/parsiq,,15386186,PARSIQ,0.138397,PRQ,20201031005443page4
385, 0.27%, 32.87%,/currencies/amp,,15351377,Amp,0.003634,AMP,20201031005443page4
386, 1.38%, 1.28%,/currencies/davinci-coin,,15353008,Davinci Coin,0.00334,DAC,20201031005443page4
387, 0.12%, 1.46%,/currencies/apollo-currency,,15348229,Apollo Currency,0.001045,APL,20201031005443page4
388, 0.46%, 0.49%,/currencies/celo-dollar,,15295249,Celo Dollar,0.9951,CUSD,20201031005443page4
389, 3.52%, 19.62%,/currencies/basic,,15291728,BASIC,0.005696,BASIC,20201031005443page4
390, 0.17%, 8.08%,/currencies/synchrobitcoin,,15150283,SynchroBitcoin,0.187551,SNB,20201031005443page4
391, 4.12%, 11.36%,/currencies/12ships,,15136695,12Ships,0.003079,TSHP,20201031005443page4
392, 1.41%, 7.50%,/currencies/sport-and-leisure,,14770653,Sport and Leisure,0.021845,SNL,20201031005443page4
393, 0.00%, 4.11%,/currencies/b2bx,,14731593,B2BX,0.750471,B2B,20201031005443page4
394, 18.19%, 29.19%,/currencies/gleec,,14705578,Gleec,1.15,GLEEC,20201031005443page4
395, 4.60%, 20.37%,/currencies/bitcoinhd,,14620844,BitcoinHD,2.4,BHD,20201031005443page4
396, 2.56%, 10.81%,/currencies/truechain,,14537988,TrueChain,0.182694,TRUE,20201031005443page4
397, 1.60%, 13.24%,/currencies/stormx,,14440690,StormX,0.001918,STMX,20201031005443page4
398, 3.52%, 10.33%,/currencies/grin,,14330171,Grin,0.254533,GRIN,20201031005443page4
399, 12.76%, 10.59%,/currencies/repo,,14294386,REPO,0.129998,REPO,20201031005443page4
400, 0.29%, 3.98%,/currencies/bitcoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1.png""/>",2.49809E+11,Bitcoin,13481.16,BTC,20201031005459page1
401, 0.76%, 7.05%,/currencies/ethereum,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1027.png""/>",43329332153,Ethereum,382.67,ETH,20201031005459page1
402, 0.00%, 0.00%,/currencies/tether,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/825.png""/>",16542945144,Tether,1,USDT,20201031005459page1
403, 1.01%, 6.30%,/currencies/xrp,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/52.png""/>",10803866702,XRP,0.238577,XRP,20201031005459page1
404, 2.05%, 3.18%,/currencies/bitcoin-cash,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1831.png""/>",4834434107,Bitcoin Cash,260.49,BCH,20201031005459page1
405, 0.87%, 9.19%,/currencies/chainlink,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1975.png""/>",4303158322,Chainlink,11.02,LINK,20201031005459page1
406, 1.73%, 6.90%,/currencies/binance-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1839.png""/>",4121508961,Binance Coin,28.54,BNB,20201031005459page1
407, 0.48%, 2.34%,/currencies/litecoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2.png""/>",3553489655,Litecoin,54.02,LTC,20201031005459page1
408, 2.84%, 4.24%,/currencies/polkadot-new,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/6636.png""/>",3520382091,Polkadot,4.13,DOT,20201031005459page1
409, 2.11%, 3.17%,/currencies/bitcoin-sv,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3602.png""/>",3008013811,Bitcoin SV,162.09,BSV,20201031005459page1
410, 0.17%, 14.46%,/currencies/cardano,,2891260339,Cardano,0.092929,ADA,20201031005459page1
411, 0.00%, 0.02%,/currencies/usd-coin,,2879352916,USD Coin,1,USDC,20201031005459page1
412, 4.25%, 5.27%,/currencies/eos,,2341053584,EOS,2.5,EOS,20201031005459page1
413, 1.08%, 2.52%,/currencies/monero,,2175369664,Monero,122.6,XMR,20201031005459page1
414, 2.74%, 3.98%,/currencies/tron,,1831580570,TRON,0.025559,TRX,20201031005459page1
415, 5.82%, 17.85%,/currencies/crypto-com-coin,,1756992101,Crypto.com Coin,0.083561,CRO,20201031005459page1
416, 0.70%, 7.91%,/currencies/stellar,,1613459505,Stellar,0.077288,XLM,20201031005459page1
417, 0.26%, 3.42%,/currencies/wrapped-bitcoin,,1569255699,Wrapped Bitcoin,13391.47,WBTC,20201031005459page1
418, 0.80%, 13.71%,/currencies/tezos,,1427941466,Tezos,1.91,XTZ,20201031005459page1
419, 0.14%, 1.68%,/currencies/unus-sed-leo,,1269107279,UNUS SED LEO,1.27,LEO,20201031005459page1
420, 1.26%, 18.95%,/currencies/neo,,1036190576,Neo,14.69,NEO,20201031005459page1
421, 5.64%, 11.50%,/currencies/cosmos,,968541788,Cosmos,4.72,ATOM,20201031005459page1
422, 1.09%, 0.05%,/currencies/multi-collateral-dai,,932741002,Dai,1.01,DAI,20201031005459page1
423, 1.00%, 11.43%,/currencies/nem,,860788757,NEM,0.095643,XEM,20201031005459page1
